player_name,team_name,league,nationality,position,alt_position,ovr,team_id
Fabio Chiarodia,M'gladbach,Bundesliga,Italy,CB,,64,81
Alphadjo Cissè,Hellas Verona,Serie A Enilive,Italy,CAM,['LM'],64,98
Edoardo Corvi,Parma,Serie A Enilive,Italy,GK,,64,101
Jasper Dahlhaus,Fortuna Sittard,Eredivisie,Holland,LM,"['RM', 'LW']",64,156
Max Dean,KAA Gent,1A Pro League,England,ST,,64,137
Mamadou Diakhon,Stade de Reims,Ligue 1 McDonald's,France,RM,['RW'],64,89
Ibrahim Diakité,Cercle Brugge,1A Pro League,Guinea,RB,,64,106
Deniz Dilmen,Baþakþehir,Trendyol Süper Lig,Turkey,GK,,64,104
Patrick Dorgu,Lecce,Serie A Enilive,Denmark,LB,['LM'],64,66
Malamine Efekele,Cercle Brugge,1A Pro League,France,RM,"['RW', 'ST']",64,106
Marcel Engelhardt,Holstein Kiel,Bundesliga,Germany,GK,,64,134
Matthieu Epolo,Standard Liège,1A Pro League,Belgium,GK,,64,130
João Tomé,Rio Ave FC,Liga Portugal,Portugal,RB,['RM'],64,121
Chico Lamba,Arouca,Liga Portugal,Portugal,CB,,64,139
Kevin Felida,RKC Waalwijk,Eredivisie,Curaçao,CDM,['CM'],64,161
Nacho Ferri,KV Kortrijk,1A Pro League,Spain,ST,,64,132
Guillaume François,R. Union St.-G.,1A Pro League,Belgium,RB,['RM'],64,102
Matthew Garbett,NAC Breda,Eredivisie,New Zealand,CAM,['CM'],64,163
Naim García,CD Leganés,LALIGA EA SPORTS,Spain,RM,"['LM', 'RW']",64,80
Tyrique George,Chelsea,Premier League,England,LM,"['CAM', 'LW']",64,24
Tristan Gooijer,PEC Zwolle,Eredivisie,Holland,RB,['CB'],64,146
Karl Hein,R. Valladolid CF,LALIGA EA SPORTS,Estonia,GK,,64,96
Oscar Højlund,Frankfurt,Bundesliga,Denmark,CM,['CDM'],64,46
Dinko Horkaš,UD Las Palmas,LALIGA EA SPORTS,Croatia,GK,,64,61
Hormigo,Sevilla FC,LALIGA EA SPORTS,Spain,LB,['CB'],64,67
Emirhan Ýlkhan,Torino,Serie A Enilive,Turkey,CM,['CAM'],64,37
Jauregizar,Athletic Club,LALIGA EA SPORTS,Spain,CM,['CDM'],64,19
Fredrik Oldrup Jensen,NAC Breda,Eredivisie,Norway,CDM,"['CM', 'CB']",64,163
Elton Kabangu,R. Union St.-G.,1A Pro League,Belgium,ST,['LW'],64,102
Anan Khalaili,R. Union St.-G.,1A Pro League,Israel,RW,"['ST', 'RM']",64,102
Tom King,Wolves,Premier League,Wales,GK,,64,75
Ruben Kluivert,Casa Pia AC,Liga Portugal,Holland,CB,,64,119
Leo Kokubo,STVV,1A Pro League,Japan,GK,,64,155
Mert Kömür,FC Augsburg,Bundesliga,Germany,CAM,['CM'],64,107
Roy Kortsmit,NAC Breda,Eredivisie,Holland,GK,,64,163
Martin Koscelnik,NAC Breda,Eredivisie,Slovakia,RB,,64,163
Garang Kuol,Newcastle Utd,Premier League,Australia,LW,['LM'],64,21
Bram Lagae,KV Kortrijk,1A Pro League,Belgium,CB,['CDM'],64,132
Tygo Land,PSV,Eredivisie,Holland,CM,,64,50
Boyd Lucassen,NAC Breda,Eredivisie,Holland,RB,,64,163
Manuel Namora,Boavista FC,Liga Portugal,Portugal,ST,,64,141
Enes Mahmutovic,NAC Breda,Eredivisie,Luxembourg,CB,,64,163
Richonell Margaret,RKC Waalwijk,Eredivisie,Holland,RM,"['LM', 'ST', 'RW']",64,161
Ar'jany Martha,K. Beerschot VA,1A Pro League,Curaçao,LB,['RW'],64,162
Rick Meissen,Sparta Rotterdam,Eredivisie,Holland,CB,,64,112
Clau Mendes,Casa Pia AC,Liga Portugal,Guinea-Bissau,ST,"['RM', 'LM']",64,119
Mikey Moore,Spurs,Premier League,England,LM,['LW'],64,16
Matías Moreno,Fiorentina,Serie A Enilive,Argentina,CB,,64,68
Vitinho,Arouca,Liga Portugal,Brazil,CM,"['CDM', 'LM']",64,139
Suphanat Mueanta,OH Leuven,1A Pro League,Thailand,RW,"['ST', 'RM']",64,153
Alex Murphy,Newcastle Utd,Premier League,Republic of Ireland,CB,['LB'],64,21
Ethan Nwaneri,Arsenal,Premier League,England,CAM,,64,4
Elías Már Ómarsson,NAC Breda,Eredivisie,Iceland,ST,,64,163
Sami Ouaissa,N.E.C. Nijmegen,Eredivisie,Holland,CAM,,64,114
Aziz Ouattara,KV Mechelen,1A Pro League,Côte d'Ivoire,CDM,"['CB', 'CM']",64,127
Tomás Palacios,Inter,Serie A Enilive,Argentina,CB,['LB'],64,7
Onurcan Piri,Kayserispor,Trendyol Süper Lig,Turkey,GK,,64,149
Brian Plat,K. Beerschot VA,1A Pro League,Holland,CB,"['RB', 'RM']",64,162
Joan Puig,RCD Espanyol,LALIGA EA SPORTS,Spain,LB,['CB'],64,100
Jacobo,Real Madrid,LALIGA EA SPORTS,Spain,CB,,64,1
Omar Rekik,Arsenal,Premier League,Tunisia,CB,,64,4
Tom Reyners,K. Beerschot VA,1A Pro League,Belgium,RW,"['LW', 'CAM', 'RM']",64,162
Julian Rijkhoff,Ajax,Eredivisie,Holland,ST,,64,69
Brian Araújo,Gil Vicente,Liga Portugal,Portugal,GK,,64,120
Manel Royo,NAC Breda,Eredivisie,Spain,LB,,64,163
Gilles Ruyssen,FCV Dender EH,1A Pro League,Belgium,CB,,64,164
Halid Šabanovi?,Angers SCO,Ligue 1 McDonald's,Bosnia and Herzegovina,RB,,64,142
Hakim Sahabo,Standard Liège,1A Pro League,Rwanda,CDM,"['CM', 'CAM']",64,130
Chuki,R. Valladolid CF,LALIGA EA SPORTS,Spain,CAM,['CM'],64,96
Yellu Santiago,Getafe CF,LALIGA EA SPORTS,Spain,CDM,['CM'],64,59
Gonçalo Sousa,FC Porto,Liga Portugal,Portugal,RM,['RW'],64,27
João Rêgo,SL Benfica,Liga Portugal,Portugal,CAM,['RW'],64,29
Nick Shinton,K. Beerschot VA,1A Pro League,Belgium,GK,,64,162
Kees Smit,AZ,Eredivisie,Holland,CM,['CAM'],64,78
Rafael Brito,Casa Pia AC,Liga Portugal,Portugal,CM,,64,119
Filip Stevanovic,Manchester City,Premier League,Serbia,LW,['LM'],64,2
Jakub Stolarczyk,Leicester City,Premier League,Poland,GK,,64,87
Dembo Sylla,FCV Dender EH,1A Pro League,Guinea,RB,['RM'],64,164
Tomoki Takamine,KV Kortrijk,1A Pro League,Japan,CDM,"['CM', 'CB']",64,132
Ed Turns,Brighton,Premier League,Wales,CB,,64,55
Koen Van Langendonck,KVC Westerlo,1A Pro League,Belgium,GK,,64,154
Eric Veiga,AVS Futebol SAD,Liga Portugal,Luxembourg,LB,"['LM', 'CDM']",64,157
Mauro Vigorito,Como,Serie A Enilive,Italy,GK,,64,47
Luka Vuškovi?,KVC Westerlo,1A Pro League,Croatia,CB,,64,154
Sem Westerveld,AZ,Eredivisie,Spain,GK,,64,78
Ethan Wheatley,Man Utd,Premier League,England,ST,,64,15
Brynjólfur Willumsson,FC Groningen,Eredivisie,Iceland,ST,,64,158
Zeki Yavru,Samsunspor,Trendyol Süper Lig,Turkey,RB,"['CDM', 'CB']",71,140
Uðurcan Yazðýlý,Konyaspor,Trendyol Süper Lig,Turkey,CB,"['CDM', 'RB']",64,108
Gjivai Zechiël,Feyenoord,Eredivisie,Holland,CM,['CDM'],64,54
Lequincio Zeefuik,AZ,Eredivisie,Holland,ST,['CAM'],64,78
Noah Adedeji-Sternberg,KRC Genk,1A Pro League,Belgium,LW,['LM'],63,94
Ali Akman,FCV Dender EH,1A Pro League,Turkey,ST,"['LW', 'RW']",63,164
Ryan Alebiosu,KV Kortrijk,1A Pro League,England,RB,,63,132
Khusniddin Alikulov,Çaykur Rizespor,Trendyol Süper Lig,Uzbekistan,CB,,63,133
Hugo Álvarez,RC Celta,LALIGA EA SPORTS,Spain,LM,"['LW', 'CAM']",63,25
Bill Antonio,KV Mechelen,1A Pro League,Zimbabwe,RM,['RW'],63,127
Álex Balboa,Almere City FC,Eredivisie,Equatorial Guinea,CM,['CDM'],63,166
Scott Banks,FC St. Pauli,Bundesliga,Scotland,RM,['RW'],63,135
Mimeirhel Benita,Heracles Almelo,Eredivisie,Holland,RB,['LB'],63,167
Emmanuel Biumla,Angers SCO,Ligue 1 McDonald's,France,CB,,63,142
Tom Boere,NAC Breda,Eredivisie,Holland,ST,,63,163
Teddy Boulhendi,OGC Nice,Ligue 1 McDonald's,Algeria,GK,,63,64
Scott Carson,Manchester City,Premier League,England,GK,,63,2
Nnamdi Collins,Frankfurt,Bundesliga,Germany,CB,,63,46
Kobe Cools,FCV Dender EH,1A Pro League,Belgium,CB,,63,164
Jo Coppens,STVV,1A Pro League,Belgium,GK,,63,155
Petter Dahl,KV Mechelen,1A Pro League,Norway,LW,['LM'],63,127
Jayden Danns,Liverpool,Premier League,England,ST,,63,6
Quentin Daubin,Gaziantep,Trendyol Süper Lig,France,CM,['CDM'],63,123
Promise David,R. Union St.-G.,1A Pro League,Canada,ST,,63,102
Kaj de Rooij,PEC Zwolle,Eredivisie,Holland,RM,"['LM', 'RW']",63,146
Maxime Delanghe,Cercle Brugge,1A Pro League,Belgium,GK,,63,106
Anthony Descotte,FC Utrecht,Eredivisie,Belgium,ST,,63,129
Julius Dirksen,Go Ahead Eagles,Eredivisie,Holland,LB,['CB'],63,160
Tim Drexler,TSG Hoffenheim,Bundesliga,Germany,CB,,63,39
Emmanuel Ekong,Empoli,Serie A Enilive,Sweden,ST,,63,105
Issam El Maach,FC Twente,Eredivisie,Morocco,GK,,63,73
Boubacar Fall,AS Saint-Étienne,Ligue 1 McDonald's,Senegal,GK,,63,117
Mikayil Faye,Stade Rennais FC,Ligue 1 McDonald's,Senegal,CB,['LB'],63,88
John Patrick,Getafe CF,LALIGA EA SPORTS,Republic of Ireland,CAM,"['RM', 'ST']",63,59
Anthony Fontana,PEC Zwolle,Eredivisie,United States,CAM,,63,146
Hugo Gambor,KAA Gent,1A Pro League,Central African Republic,CB,['CDM'],63,137
Rafael Fernandes,LOSC Lille,Ligue 1 McDonald's,Portugal,CB,,63,49
Yoni Gomis,Strasbourg,Ligue 1 McDonald's,France,CB,,63,83
Enso González,Wolves,Premier League,Paraguay,LW,"['RW', 'CAM', 'LM']",63,75
Antoine Hainaut,Parma,Serie A Enilive,France,RB,['CB'],63,101
Phil Harres,Holstein Kiel,Bundesliga,Germany,ST,,63,134
Mike Hauptmeijer,PEC Zwolle,Eredivisie,Holland,GK,,63,146
Ibe Hautekiet,Standard Liège,1A Pro League,Belgium,CB,,63,130
Zidane Iqbal,FC Utrecht,Eredivisie,Iraq,CM,"['CAM', 'CDM']",63,129
Rubén Iranzo,Valencia CF,LALIGA EA SPORTS,Spain,CB,['RB'],63,22
Thomas Kastanaras,VfB Stuttgart,Bundesliga,Germany,ST,,63,60
Emilio Kehrer,Willem II,Eredivisie,Germany,ST,"['CAM', 'LW']",63,165
Apostolos Konstantopoulos,K. Beerschot VA,1A Pro League,Greece,CB,,63,162
Justin Lacombe,Toulouse FC,Ligue 1 McDonald's,France,GK,,63,91
Michael Lallemand,FCV Dender EH,1A Pro League,Belgium,ST,,63,164
Mathis Lambourde,Hellas Verona,Serie A Enilive,France,RM,['RW'],63,98
Irvyn Lomami,OL,Ligue 1 McDonald's,France,RB,,63,43
Ridwane M'Barki,FCV Dender EH,1A Pro League,Belgium,LM,['LW'],63,164
Magunazelaia,Real Sociedad,LALIGA EA SPORTS,Spain,CAM,"['LM', 'RM']",63,28
Remi Matthews,Crystal Palace,Premier League,England,GK,,63,51
Faïz Mattoir,Almere City FC,Eredivisie,Netherlands,LM,"['RM', 'LW']",63,166
Ethan Mbappé,LOSC Lille,Ligue 1 McDonald's,France,CM,['CDM'],63,49
James McConnell,Liverpool,Premier League,England,CM,['CDM'],63,6
Francisco Meixedo,Estrela Amadora,Liga Portugal,Portugal,GK,,63,143
Filippo Melegoni,Genoa,Serie A Enilive,Italy,CAM,"['RM', 'CM']",63,97
Ivan Mesík,Heracles Almelo,Eredivisie,Slovakia,CB,,63,167
Louis Mouton,AS Saint-Étienne,Ligue 1 McDonald's,France,CM,['CDM'],63,117
François Mughe,OM,Ligue 1 McDonald's,Cameroon,RM,['RW'],63,70
Iker Muñoz,CA Osasuna,LALIGA EA SPORTS,Spain,CM,['CDM'],63,77
Bilal Nadir,OM,Ligue 1 McDonald's,Morocco,CM,['CDM'],63,70
Abdenego Nankishi,SV Werder Bremen,Bundesliga,Germany,LM,"['RM', 'LW']",63,93
Rob Nizet,Willem II,Eredivisie,Belgium,LB,,63,165
Bruno Bertinato,Venezia,Serie A Enilive,Brazil,GK,,63,124
Eneko Ortiz,D. Alavés,LALIGA EA SPORTS,Spain,LB,,63,90
Yasin Özcan,RSC Anderlecht,1A Pro League,Turkey,LB,['CB'],63,92
Álex Padilla,Athletic Club,LALIGA EA SPORTS,Mexico,GK,,63,19
Hugo Cunha,FC Famalicão,Liga Portugal,Portugal,GK,,63,115
Wouter Prins,FC Groningen,Eredivisie,Holland,LB,,63,158
Miguel Puche,Arouca,Liga Portugal,Spain,ST,"['LM', 'RM']",63,139
Joedrick Pupe,FCV Dender EH,1A Pro League,Belgium,CB,,63,164
Niklas Pyyhtiä,Bologna,Serie A Enilive,Finland,CM,['CDM'],63,52
Toon Raemaekers,KV Mechelen,1A Pro League,Belgium,CB,,63,127
Arnau Rafús,R. Valladolid CF,LALIGA EA SPORTS,Spain,GK,,63,96
Grant-Leon Ranos,M'gladbach,Bundesliga,Armenia,ST,,63,81
Lasse Rieß,1. FSV Mainz 05,Bundesliga,Germany,GK,,63,85
Óscar Rivas,Vitória SC,Liga Portugal,Spain,CB,['CDM'],63,109
Damián,RC Celta,LALIGA EA SPORTS,Spain,CM,,63,25
Omar Sadik,RCD Espanyol,LALIGA EA SPORTS,Morocco,ST,,63,100
Salazar,Estoril Praia,Liga Portugal,Spain,ST,['RW'],63,125
Florent Sanchez,OL,Ligue 1 McDonald's,France,CM,,63,43
Sem Scheperman,Heracles Almelo,Eredivisie,Holland,CDM,"['CM', 'CAM']",63,167
Niek Schiks,PSV,Eredivisie,Holland,GK,,63,50
Lewis Schouten,AZ,Eredivisie,Holland,CDM,"['CM', 'CB']",63,78
Dennis Seimen,VfB Stuttgart,Bundesliga,Germany,GK,,63,60
Javi Serrano,Atlético de Madrid,LALIGA EA SPORTS,Spain,CDM,"['CM', 'CB']",63,9
Kiki Silva,Casa Pia AC,Liga Portugal,Portugal,RW,"['LW', 'RM']",63,119
Jan-Carlo Simi?,RSC Anderlecht,1A Pro League,Serbia,CB,,63,92
Momodou Lamin Sonko,KAA Gent,1A Pro League,Sweden,LW,"['RW', 'ST', 'LM']",63,137
Hugo Sotelo,RC Celta,LALIGA EA SPORTS,Spain,CM,['RM'],63,25
Djibril Soumaré,Nacional,Liga Portugal,Senegal,CDM,['CM'],63,159
Casper Staring,NAC Breda,Eredivisie,Holland,CDM,['CM'],63,163
Fin Stevens,FC St. Pauli,Bundesliga,Wales,RB,,63,135
Chemsdine Talbi,Club Brugge,1A Pro League,Belgium,RM,"['LM', 'RW']",63,74
Roshon van Eijma,RKC Waalwijk,Eredivisie,Curaçao,CB,,63,161
Liam van Gelderen,RKC Waalwijk,Eredivisie,Suriname,RB,,63,161
Patrick Vroegh,RKC Waalwijk,Eredivisie,Holland,CM,['CDM'],63,161
Marco Weymans,K. Beerschot VA,1A Pro League,Burundi,LB,"['LM', 'CDM']",63,162
Alfie Whiteman,Spurs,Premier League,England,GK,,63,16
Jannes Wieckhoff,Heracles Almelo,Eredivisie,Germany,RB,,63,167
D'Margio Wright-Phillips,K. Beerschot VA,1A Pro League,England,LW,"['ST', 'RW', 'LM']",63,162
Anýl Yaþar,Çaykur Rizespor,Trendyol Süper Lig,Turkey,CB,,63,133
Mert Yýlmaz,Antalyaspor,Trendyol Süper Lig,Turkey,RB,,66,152
Oliwier Zych,Aston Villa,Premier League,Poland,GK,,63,17
Hussein Ali,sc Heerenveen,Eredivisie,Iraq,RB,,62,147
Ylies Aradj,Toulouse FC,Ligue 1 McDonald's,France,LB,,62,91
Astralaga,FC Barcelona,LALIGA EA SPORTS,Spain,GK,,62,8
Fin Back,Nott'm Forest,Premier League,England,RB,,62,79
Joselpho Barnes,STVV,1A Pro League,Ghana,ST,"['RW', 'LW']",62,155
Brian Jepthe Bayeye,Torino,Serie A Enilive,Congo DR,RM,"['RB', 'RW']",62,37
Alessandro Berardi,Hellas Verona,Serie A Enilive,Italy,GK,,62,98
Owen Bevan,AFC Bournemouth,Premier League,Wales,CB,,62,65
Adrian Blake,FC Utrecht,Eredivisie,England,LM,['LW'],62,129
Ismaïl Bouneb,Havre AC,Ligue 1 McDonald's,France,CAM,['CM'],62,122
Nathan Buayi-Kiala,AJ Auxerre,Ligue 1 McDonald's,France,CM,,62,128
Axel Camblan,Stade Brestois 29,Ligue 1 McDonald's,France,LW,['LM'],62,76
Marco Camus,Valencia CF,LALIGA EA SPORTS,Spain,LM,"['RM', 'LW']",62,22
Tomé Sousa,Boavista FC,Liga Portugal,Portugal,GK,,62,141
Erdem Çetinkaya,Kasýmpaþa,Trendyol Süper Lig,Turkey,RW,"['ST', 'RM']",62,86
Yunus Emre Çift,Samsunspor,Trendyol Süper Lig,Turkey,CB,,62,140
Thomas Claes,KRC Genk,1A Pro League,Belgium,CM,['CAM'],62,94
Tika de Jonge,FC Groningen,Eredivisie,Holland,LM,"['CM', 'LW']",62,158
Tibe De Vlieger,KAA Gent,1A Pro League,Belgium,CAM,,62,137
Daan Dierckx,Standard Liège,1A Pro League,Belgium,CB,,62,130
Olivier Dumont,STVV,1A Pro League,Belgium,CM,,62,155
Nuno Matos,SC Braga,Liga Portugal,Portugal,CB,['RB'],62,48
Nick Fichtinger,PEC Zwolle,Eredivisie,Holland,CM,['CDM'],62,146
Deniz Gül,FC Porto,Liga Portugal,Sweden,ST,,62,27
Denzel Hall,sc Heerenveen,Eredivisie,Holland,RB,,62,147
Tyrese Hall,Spurs,Premier League,England,CDM,['CM'],62,16
Isak Hansen-Aarøen,SV Werder Bremen,Bundesliga,Norway,CAM,"['CM', 'ST']",62,93
Conrad Harder,Sporting CP,Liga Portugal,Denmark,ST,['CAM'],62,26
Mustafa Erhan Hekimoðlu,Beþiktaþ,Trendyol Süper Lig,Turkey,ST,"['LW', 'RW']",70,31
Ewan Henderson,K. Beerschot VA,1A Pro League,Scotland,CAM,"['CM', 'LM']",62,162
Melih Ibrahimoglu,Konyaspor,Trendyol Süper Lig,Turkey,CM,['CDM'],62,108
Arijon Ibrahimovi?,Heidenheim,Bundesliga,Germany,LW,"['CAM', 'LM']",62,110
Dean James,Go Ahead Eagles,Eredivisie,Holland,LB,,62,160
Marc Jurado,RCD Espanyol,LALIGA EA SPORTS,Spain,RB,['CDM'],62,100
Daniel Karlsbakk,sc Heerenveen,Eredivisie,Norway,ST,,62,147
Omari Kellyman,Chelsea,Premier League,England,CAM,"['RM', 'ST']",62,24
Kim Ji Soo,Brentford,Premier League,Korea Republic,CB,,62,71
Niklas Klinger,VfL Wolfsburg,Bundesliga,Germany,GK,,62,63
Arif Kocaman,Kayserispor,Trendyol Süper Lig,Turkey,CB,['LB'],67,149
Lennart Koerdt,VfL Bochum 1848,Bundesliga,Germany,CAM,"['CM', 'ST']",62,113
Ali Yavuz Kol,Kasýmpaþa,Trendyol Süper Lig,Turkey,LW,"['ST', 'RW']",62,86
Josue Kongolo,KRC Genk,1A Pro League,Belgium,CB,,62,94
Roy Kuijpers,NAC Breda,Eredivisie,Holland,RM,"['LM', 'ST', 'RW']",62,163
Amine Lachkar,Willem II,Eredivisie,Holland,CDM,['CM'],62,165
Henry Lawrence,Standard Liège,1A Pro League,England,RB,"['LB', 'RM']",62,130
Yann Lienard,AS Monaco,Ligue 1 McDonald's,France,GK,,62,53
Noel,CA Osasuna,LALIGA EA SPORTS,Spain,ST,['RW'],62,77
Eros Maddy,AJ Auxerre,Ligue 1 McDonald's,Holland,RM,"['ST', 'RW']",62,128
Aaron Malouda,LOSC Lille,Ligue 1 McDonald's,France,CAM,,62,49
Christopher Mamengi,Almere City FC,Eredivisie,Holland,CB,,62,166
Kuryu Matsuki,Southampton,Premier League,Japan,CM,,62,57
Noam Mayoka-Tika,Sp. Charleroi,1A Pro League,Belgium,CM,,62,116
Stanley Mills,Everton,Premier League,England,RM,['RW'],62,33
Marco Moreno,Farense,Liga Portugal,Spain,CB,,62,148
Mathys Niflore,Toulouse FC,Ligue 1 McDonald's,France,GK,,62,91
João Oliveira,Vitória SC,Liga Portugal,Portugal,GK,,62,109
Alberto Costa,Vitória SC,Liga Portugal,Portugal,RB,,62,109
Doðukan Özkan,Antalyaspor,Trendyol Süper Lig,Turkey,GK,,62,152
Brayann Pereira,N.E.C. Nijmegen,Eredivisie,France,RB,,62,114
Luca Raimund,VfB Stuttgart,Bundesliga,Germany,CAM,"['RW', 'RM']",62,60
Givairo Read,Feyenoord,Eredivisie,Holland,RM,"['RB', 'RW']",62,54
Rodrigo Macedo,SC Braga,Liga Portugal,Portugal,ST,['RW'],62,48
Gorka,Getafe CF,LALIGA EA SPORTS,Spain,LB,['CB'],62,59
Nathan Rodes,FCV Dender EH,1A Pro League,Belgium,CDM,,62,164
Youri Schoonderwaldt,Sparta Rotterdam,Eredivisie,Holland,GK,,62,112
Joaquin Seys,Club Brugge,1A Pro League,Belgium,LB,,62,74
Daniele Sommariva,Genoa,Serie A Enilive,Italy,GK,,62,97
Nikola Štuli?,Sp. Charleroi,1A Pro League,Serbia,ST,,62,116
Youssuf Sylla,Sp. Charleroi,1A Pro League,Belgium,ST,,62,116
Demir Ege Týknaz,Beþiktaþ,Trendyol Süper Lig,Turkey,CDM,['CM'],70,31
Lukas Ullrich,M'gladbach,Bundesliga,Germany,LB,,62,81
Franco Umeh-Chibueze,Crystal Palace,Premier League,Republic of Ireland,RW,"['LW', 'LM', 'RM']",62,51
Emrecan Uzunhan,Beþiktaþ,Trendyol Süper Lig,Turkey,CB,,62,31
Kenneth Vermeer,PEC Zwolle,Eredivisie,Holland,GK,,62,146
Valentino Vermeulen,Willem II,Eredivisie,Holland,RB,,62,165
Pau Víctor,FC Barcelona,LALIGA EA SPORTS,Spain,ST,['CAM'],62,8
Jonas Wendlinger,Almere City FC,Eredivisie,Austria,GK,,62,166
Luuk Wouters,RKC Waalwijk,Eredivisie,Holland,LB,,62,161
Jacob Wright,Manchester City,Premier League,England,CDM,,62,2
Melvin Zinga,Angers SCO,Ligue 1 McDonald's,France,GK,,62,142
Abdelhamid Ait Boudlal,Stade Rennais FC,Ligue 1 McDonald's,Morocco,CB,,61,88
Will Alves,Leicester City,Premier League,England,CAM,,61,87
Samuel Amo-Ameyaw,Southampton,Premier League,England,LW,"['RW', 'LM']",61,57
Telmo Arcanjo,Vitória SC,Liga Portugal,Cape Verde Islands,CAM,['RW'],61,109
James Balagizi,Liverpool,Premier League,England,CM,"['CAM', 'LW']",61,6
Noahkai Banks,FC Augsburg,Bundesliga,United States,CB,,61,107
Hugo Barbet,FC Nantes,Ligue 1 McDonald's,France,GK,,61,103
Jan Bekkema,sc Heerenveen,Eredivisie,Holland,GK,,61,147
Mustafa Burak Bozan,Gaziantep,Trendyol Süper Lig,Turkey,GK,,61,123
Rosen Bozhinov,Royal Antwerp FC,1A Pro League,Bulgaria,CB,"['LB', 'CDM']",61,62
Rares Burnete,Lecce,Serie A Enilive,Romania,ST,['LW'],61,66
Català,RCD Espanyol,LALIGA EA SPORTS,Spain,CB,,61,100
Vic Chambaere,R. Union St.-G.,1A Pro League,Belgium,GK,,61,102
Eric da Silva Moreira,Nott'm Forest,Premier League,Germany,RM,"['ST', 'RW']",61,79
Kévin Danois,AJ Auxerre,Ligue 1 McDonald's,France,CM,,61,128
Harvey Davies,Liverpool,Premier League,England,GK,,61,6
Théo De Percin,AJ Auxerre,Ligue 1 McDonald's,France,GK,,61,128
Isaías Delpupo,STVV,1A Pro League,Argentina,CAM,,61,155
Belmin Dizdarevi?,Montpellier,Ligue 1 McDonald's,Bosnia and Herzegovina,GK,,61,72
Noam Emeran,FC Groningen,Eredivisie,France,LM,"['RM', 'LW']",61,158
Luca Everink,Go Ahead Eagles,Eredivisie,Holland,RB,,61,160
Louis Fortin,KAA Gent,1A Pro League,Belgium,GK,,61,137
Eugene Frimpong,R. Valladolid CF,LALIGA EA SPORTS,Ghana,CM,['CAM'],61,96
Alessio Furlanetto,Lazio,Serie A Enilive,Italy,GK,,61,34
Santi García,Gil Vicente,Liga Portugal,Spain,CAM,"['LM', 'RM']",61,120
Daniel Gore,Man Utd,Premier League,England,CM,['CAM'],61,15
Pedro Gomes,Boavista FC,Liga Portugal,Portugal,CB,,61,141
Adam Kaied,NAC Breda,Eredivisie,Sweden,RM,"['LM', 'RW']",61,163
Justin-Noël Kalumba,Angers SCO,Ligue 1 McDonald's,France,LB,,61,142
Andu Kelati,Holstein Kiel,Bundesliga,Germany,LW,['LM'],61,134
Daniel Klein,FC Augsburg,Bundesliga,Germany,GK,,61,107
Caleb Kporha,Crystal Palace,Premier League,England,RB,"['RM', 'RW']",61,51
Laurit Krasniqi,Royal Antwerp FC,1A Pro League,Kosovo,LB,,61,62
Ben Krauhaus,Brentford,Premier League,England,RM,"['CM', 'RW']",61,71
Samir Lagsir,PEC Zwolle,Eredivisie,Holland,LM,"['CAM', 'LW']",61,146
Jonas Lietaert,Cercle Brugge,1A Pro League,Belgium,CB,['RB'],61,106
Pau Mascaró,RCD Mallorca,LALIGA EA SPORTS,Spain,ST,,61,41
Bastien Meupiyou,Wolves,Premier League,France,CB,,61,75
Mateja Milovanovi?,sc Heerenveen,Eredivisie,Serbia,CB,['LB'],61,147
Víctor Moreno,Villarreal CF,LALIGA EA SPORTS,Spain,RM,"['LM', 'RW']",61,32
Trey Nyoni,Liverpool,Premier League,England,CM,['CAM'],61,6
David Odogu,VfL Wolfsburg,Bundesliga,Germany,CB,,61,63
Salah-Eddine Oulad M'Hand,Arsenal,Premier League,Holland,CM,['CAM'],61,4
Mithat Pala,Çaykur Rizespor,Trendyol Süper Lig,Turkey,CDM,['RB'],65,133
Tiago Machado,Boavista FC,Liga Portugal,Portugal,ST,,61,141
Francesco Rossi,Atalanta,Serie A Enilive,Italy,GK,,61,40
Taha Þahin,Çaykur Rizespor,Trendyol Süper Lig,Turkey,RB,,65,133
Jasper Samooja,Lecce,Serie A Enilive,Finland,GK,,61,66
André Seruca,Farense,Liga Portugal,Portugal,CDM,['CB'],61,148
Rodrigo Duarte,Vitória SC,Liga Portugal,Portugal,RW,"['LW', 'RM']",61,109
Yasir Subaþý,Konyaspor,Trendyol Süper Lig,Turkey,LB,,61,108
Mahamadou Susoho,Manchester City,Premier League,Spain,CDM,['CM'],61,2
Tunahan Taþçý,Konyaspor,Trendyol Süper Lig,Turkey,LM,"['RM', 'LW']",61,108
Martín Tejón,Valencia CF,LALIGA EA SPORTS,Spain,CAM,['RW'],61,22
Mohammed Tolba,VfL Bochum 1848,Bundesliga,Germany,RB,['CB'],61,113
Ryan Trevitt,Brentford,Premier League,England,CM,,61,71
Tein Troost,NAC Breda,Eredivisie,Holland,GK,,61,163
Fofin Turay,FC Groningen,Eredivisie,Holland,LM,['LW'],61,158
Tim van de Loo,RKC Waalwijk,Eredivisie,Holland,CDM,,61,161
Marc Vidal,RC Celta,LALIGA EA SPORTS,Spain,GK,,61,25
Kauã Santos,Frankfurt,Bundesliga,Brazil,GK,,61,46
Malcolm Viltard,FCV Dender EH,1A Pro League,France,CDM,['CM'],61,164
Melle Joop Witteveen,sc Heerenveen,Eredivisie,Holland,CAM,"['RM', 'CM']",61,147
